"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TLKKUBCN","journalArticle","2025","Park, Ye-In; Choi, Seo Hee; Cho, Min-Seok; Son, Junyoung; Kim, Changhwan; Han, Min Cheol; Kim, Hojin; Lee, Ho; Kim, Dong Wook; Kim, Jin Sung; Hong, Chae-Seon","The potential of thermal imaging as an early predictive biomarker of radiation dermatitis during radiotherapy for head and neck cancer: a prospective study","","","","10.1186/s12885-025-13734-8","","","2025","2025-12-15 17:38:50","2025-12-16 17:56:36","","","","","25.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/MZ8GETH4/Park et al. - 2025 - The potential of thermal imaging as an early predictive biomarker of radiation dermatitis during rad.pdf; ","notion://www.notion.so/Park-et-al-2025-2cb683956c2581818654e89aaa1f9e64","machine learning; notion; biomarker; radiotherapy; head and neck cancer; radiation dermatitis; skin toxicity; thermal imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEDH8Y9I","journalArticle","2024","Adamu, Mohammed Jajere; Kawuwa, Halima Bello; Qiang, Li; Nyatega, Charles Okanda; Younis, Ayesha; Fahad, Muhammad; Dauya, Salisu Samaila","Efficient and accurate brain tumor classification using hybrid MobileNetV2-support vector machine for magnetic resonance imaging diagnostics in neoplasms","","","","10.3390/brainsci14121178","","","2024","2025-12-15 17:38:50","2025-12-16 17:56:37","","","","","14.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/WQ9ZI9RE/Adamu et al. - 2024 - Efficient and accurate brain tumor classification using hybrid MobileNetV2-support vector machine fo.pdf; ","notion://www.notion.so/Adamu-et-al-2024-2cb683956c2581c4b4d7c591be2f966b","notion; classification; svm; brain tumor; machine and deep learning; mobilenetv2; mr images","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"889VJZRT","journalArticle","2020","Niziers, Vincent; Boissier, Romain; Borchiellini, Delphine; Deville, Jean-Laurent; Khoury, Cedric; Durand, Matthieu; Toledano, Harry; Albert, Thomas; Branger, Nicolas; Bandelier, Quentin; Ouvrier, Matthieu-John; Gabriel, Sophie; Hoch, Benjamin; Gross, Emmanuel; Walz, Jochen; Brenot-Rossi, Isabelle; Pignot, Geraldine","""Real-world"" evaluation of ¡SUP¿18¡/SUP¿F-Choline PET/CT practices in prostate cancer patients and impact on changes in therapeutic strategy","","","1078-1439","10.1016/j.urolonc.2019.07.017","","","2020","2025-12-15 17:38:50","2025-12-16 17:56:39","","","","","38.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Niziers-et-al-2020-2cb683956c258193889dc5afae3fcd24","notion; prostate cancer; biochemical recurrence; castration-resistance; f-18-choline pet/ct; staging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXFXQGAW","journalArticle","2022","Wshah, Safwan; Xu, Beilei; Steinharter, John; Reilly, Clifford; Morrissette, Katelin","Classification of clinically relevant intravascular volume status using point of care ultrasound and machine learning","","","2329-4302","10.1117/1.JMI.9.5.054502","","","2022","2025-12-15 17:38:50","2025-12-16 17:56:39","","","","","9.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Wshah-et-al-2022-2cb683956c258163a2d8dd6200d4b918","machine learning; artificial intelligence; notion; ultrasound; clinical decision aid; point of care ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPCHRWRG","journalArticle","2023","Zhu, Heling; Zhu, Qizhen; Wang, Zhiqun; Yang, Bo; Zhang, Wenjun; Qiu, Jie","Patient-specific quality assurance prediction models based on machine learning for novel dual-layered MLC linac","","","0094-2405","10.1002/mp.16091","","","2023","2025-12-15 17:38:50","2025-12-16 17:56:40","","","","","50.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Zhu-et-al-2023-2cb683956c25817b8f30c0a85a56a9e6","machine learning; notion; quality assurance; dual-layered mlc; portal dosimetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZWDHISI","journalArticle","2025","Chandrasekar, Rajagopal Subramaniam; Kane, Michael; Krishnamurti, Lakshmanan","Machine-learning predictive tool for the individualized prediction of outcomes of hematopoietic cell transplantation for sickle cell disease: Registry-based study","","","","10.2196/64519","","","2025","2025-12-15 17:38:50","2025-12-16 17:56:40","","","","","4.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Chandrasekar-et-al-2025-2cb683956c258193b240e9a6cd828659","prediction; machine learning; notion; prediction model; shared decision-making; clinical decision-making; hematopoietic stem cell transplantation; ml; prediction algorithms; clinical outcomes; gene therapy; hct; hematopoietic cell; hematopoietic cell transplantation; predictive tool; registry-based study; scd; sickle cell disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JU2ECYCW","journalArticle","2024","Salahuddin, Sana; Buzdar, Saeed Ahmad; Iqbal, Khalid; Azam, Muhammad Adeel; Strigari, Lidia","Efficient quality assurance for isocentric stability in stereotactic body radiation therapy using machine learning","","","1865-0333","10.1007/s12194-023-00768-5","","","2024","2025-12-15 17:38:50","2025-12-16 17:56:40","","","","","17.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Salahuddin-et-al-2024-2cb683956c2581f99ce0d9fb34c1dee8","machine learning; notion; sbrt; quality assurance; radiation therapy; isocheck epid; linac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7SI2QEE","journalArticle","2021","Chinchilla, Monica; Santos-Martin, David; Carpintero-Renteria, Miguel; Lemon, Scott","Worldwide annual optimum tilt angle model for solar collectors and photovoltaic systems in the absence of site meteorological data","","","0306-2619","10.1016/j.apenergy.2020.116056","","","2021","2025-12-15 17:38:50","2025-12-16 17:56:41","","","","","281.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Chinchilla-et-al-2021-2cb683956c258140ab04ea56d81a8088","notion; irradiance model; optimum tilt angle; solar collector; solar photovoltaic; solar radiation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSAELH3H","journalArticle","2025","Ghosh, Sourabh; Hassan, Ehtesham; Singh, Asheesh Kumar; Singh, Sri Niwas","Deep learning-based multiswitch open-circuit fault diagnosis for active front-end rectifiers using multisensor signals","","","2475-1472","10.1109/LSENS.2024.3524033","","","2025","2025-12-15 17:38:50","2025-12-16 17:56:41","","","","","9.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Ghosh-et-al-2025-2cb683956c25818185f0eaf7e0e33fa6","notion; feature extraction; accuracy; overfitting; support vector machines; testing; long short term memory; long short-term memory (lstm); convolutional neural networks; convolutional neural network (cnn); t-sne; computer architecture; open-circuit switch fault (ocsf); sensor applications; streams; switches","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTS3TRVJ","journalArticle","2021","Weintraub, Sheri M.; Salter, Bill J.; Chevalier, C. Lynn; Ransdell, Sarah","Human factor associations with safety events in radiation therapy","","","1526-9914","10.1002/acm2.13420","","","2021","2025-12-15 17:38:50","2025-12-16 17:56:42","","","","","22.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Weintraub-et-al-2021-2cb683956c2581689b59e8f08dfa8f61","notion; patient safety; human factors; incident learning; radiation oncology; radiation therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C2KJDFP","journalArticle","2022","Liu, Haotuo; Ai, Qing; Ma, Mingyi; Wang, Zihao; Xie, Ming","Prediction of spectral absorption of anisotropic a-MoO¡sub¿3¡/sub¿ nanostructure using deep neural networks","","","1290-0729","10.1016/j.ijthermalsci.2022.107587","","","2022","2025-12-15 17:38:50","2025-12-16 17:56:42","","","","","177.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Liu-et-al-2022-2cb683956c2581008acce2c31470fbf4","notion; deep neural networks; broadband-narrowband absorption transition; optical axis rotation of alpha-moo 3; prediction of spectral absorption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZHTB7F8","journalArticle","2021","Bagshaw, Hilary P.; Martinez, Alejandro; Heidari, Nastaran; Scheinker, David; Pollack, Alan; Stoyanova, Radka; Horwitz, Eric; Morton, Gerard; Kishan, Amar U.; Buyyounouski, Mark K.","A personalized decision aid for prostate cancer shared decision making","","","","10.1186/s12911-021-01732-2","","","2021","2025-12-15 17:38:50","2025-12-16 17:56:44","","","","","21.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/L5RDE7AM/Bagshaw et al. - 2021 - A personalized decision aid for prostate cancer shared decision making.pdf; ","notion://www.notion.so/Bagshaw-et-al-2021-2cb683956c258197a613c1b1c27c3b84","notion; personalized medicine; decision aid; prostate cancer; radiation therapy preference based decisions; shared decision making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPR798FD","journalArticle","2022","Gros, Sebastien A. A.; Santhanam, Anand P.; Block, Alec M.; Emami, Bahman; Lee, Brian H.; Joyce, Cara","Retrospective clinical evaluation of a decision-support software for adaptive radiotherapy of head and neck cancer patients","","","2234-943X","10.3389/fonc.2022.777793","","","2022","2025-12-15 17:38:51","2025-12-16 17:56:44","","","","","12.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/W8VHAUFQ/Gros et al. - 2022 - Retrospective clinical evaluation of a decision-support software for adaptive radiotherapy of head a.pdf; ","notion://www.notion.so/Gros-et-al-2022-2cb683956c2581c4b07cf0618bfc5043","notion; prediction model; head and neck cancer; adaptive radiotherapy; clinical workflow; deformable image registration (dir)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PUXQUMF","journalArticle","2025","Humbert-Vidan, Laia; Castelo, Austin H.; He, Renjie; van Dijk, Lisanne V.; Rhee, Dong Joo; Wang, Congjun; Wang, He C.; Wahid, Kareem A.; Joshi, Sonali; Gerafian, Parshan; West, Natalie; Kaffey, Zaphanlene; Mirbahaeddin, Sarah; Curiel, Jaqueline; Acharya, Samrina; Shekha, Amal; Oderinde, Praise; Ali, Alaa M. S.; Hope, Andrew; Watson, Erin; Wesson-Aponte, Ruth; Frank, Steven J.; Barbon, Carly E. A.; Brock, Kristy K.; Chambers, Mark S.; Walji, Muhammad; Hutcheson, Katherine A.; Lai, Stephen Y.; Fuller, Clifton D.; Naser, Mohamed A.; Moreno, Amy C.","Image-based mandibular and maxillary parcellation and annotation using computed tomography (IMPACT): a deep learning-based clinical tool for orodental dose estimation and osteoradionecrosis assessment","","","","10.1016/j.phro.2025.100817","","","2025","2025-12-15 17:38:51","2025-12-16 17:56:45","","","","","35.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/WCUG3LNB/Humbert-Vidan et al. - 2025 - Image-based mandibular and maxillary parcellation and annotation using computed tomography (IMPACT).pdf; ","notion://www.notion.so/Humbert-Vidan-et-al-2025-2cb683956c258151bcd7f3407932b207","notion; radiotherapy; head and neck cancer; deep-learning auto-segmentation models; orodental structures; osteoradionecrosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WMJFIYA","journalArticle","2024","Gutierrez-Zaballa, Jon; Basterretxea, Koldo; Echanobe, Javier","Evaluating single event upsets in deep neural networks for semantic segmentation: An embedded system perspective","","","1383-7621","10.1016/j.sysarc.2024.103242","","","2024","2025-12-15 17:38:51","2025-12-16 17:56:45","","","","","154.0","","","","","","","","","","","","","","","","","","","","notion://www.notion.so/Gutierrez-Zaballa-et-al-2024-2cb683956c258126bfe4cd9d4b4a1e8a","notion; semantic segmentation; embedded artificial intelligence; model compression; robustness evaluation; single bit upsets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7CJYDJP","journalArticle","2025","Mi, Guangming; Sun, Guoqin; Yang, Shuai; Liu, Xiaodong; Chen, Shujun; Kang, Wei","Machine learning-based prediction of fatigue fracture locations in 7075-T651 aluminum alloy friction stir welded joints","","","","10.3390/met15050569","","","2025","2025-12-15 17:38:51","2025-12-16 17:56:45","","","","","15.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/M9QQR2TV/Mi et al. - 2025 - Machine learning-based prediction of fatigue fracture locations in 7075-T651 aluminum alloy friction.pdf; ","notion://www.notion.so/Mi-et-al-2025-2cb683956c25819ab60df2090971d7f5","machine learning; notion; artificial neural network; fatigue fracture; friction stir welding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
